county_number,county
1,Albany
2,Big Horn
3,Campbell
4,Carbon
5,Converse
6,Crook
7,Fremont
8,Goshen
9,Hot Springs
10,Johnson
11,Laramie
12,Lincoln
13,Natrona
14,Niobrara
15,Park
16,Platte
17,Sheridan
18,Sublette
19,Sweetwater
20,Teton
21,Uinta
22,Washakie
23,Weston
