county_number,county,water_name,water_type,latitude,longitude,public_access_verified,access_point_count,access_point_name,manager,boat_ramp,dock,restroom,camping,ada_fishing,official_source_url,access_details
1,Beaverhead,Beaverhead River,river,45.08399640300044,-112.78332260623877,True,6,Corrals,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,False,False,https://myfwp.mt.gov/fishMT/fas/39753520,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: No Boat Facilities. Camping: No. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
1,Beaverhead,Beaverhead River,river,45.08399640300044,-112.78332260623877,True,6,Henneberry,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,False,False,https://myfwp.mt.gov/fishMT/fas/39753418,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Gravel). Camping: No. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
1,Beaverhead,Beaverhead River,river,45.08399640300044,-112.78332260623877,True,6,Pipe Organ,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,False,False,https://myfwp.mt.gov/fishMT/fas/39754491,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Concrete). Camping: No. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
1,Beaverhead,Beaverhead River,river,45.08399640300044,-112.78332260623877,True,6,Beaverhead Campground,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
1,Beaverhead,Beaverhead River,river,45.08399640300044,-112.78332260623877,True,6,Beaverhead River Campground,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
1,Beaverhead,Beaverhead River,river,45.08399640300044,-112.78332260623877,True,6,Barretts,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
1,Beaverhead,Benson Pond,pond,45.20360642394741,-112.66831260566507,True,1,Trash Road Bridge,"City, county, or local developed access site",False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/48,"City, county, or local developed access site. Accesstype: Primitive Launch. Location: Trash Road. Owner: Beaverhead County"
1,Beaverhead,Blacktail Meadows Kids Pond,pond,45.2239964297005,-112.63914260338728,True,4,Selway Park,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,False,False,https://myfwp.mt.gov/fishMT/fas/67814639,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: No Boat Facilities. Camping: No"
1,Beaverhead,Blacktail Meadows Kids Pond,pond,45.2239964297005,-112.63914260338728,True,4,Cornell Park Fishing Access Site,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,False,False,https://myfwp.mt.gov/fishMT/fas/89003401,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: No Boat Facilities. Camping: No"
1,Beaverhead,Blacktail Meadows Kids Pond,pond,45.2239964297005,-112.63914260338728,True,4,Blacktail Meadows,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,False,False,https://myfwp.mt.gov/fishMT/fas/39754531,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: No Boat Facilities. Camping: No. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
1,Beaverhead,Blacktail Meadows Kids Pond,pond,45.2239964297005,-112.63914260338728,True,4,Selway Bridge,"City, county, or local developed access site",False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/48,"City, county, or local developed access site. Accesstype: Primitive Launch. Location: Selway Bridge. Owner: MT DOT"
1,Beaverhead,Bryant Creek,creek,45.824912435971115,-113.14487882171538,True,1,BRYANT CREEK REC SITE,Bureau of Land Management recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: BRYANT CREEK REC SITE
1,Beaverhead,Charlies Lake,lake,44.57826644107609,-111.83812231875814,True,1,LAKEVIEW SKI CHALET RECREATION SITE,Bureau of Land Management recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: LAKEVIEW SKI CHALET RECREATION SITE
1,Beaverhead,Clark Canyon Reservoir,reservoir,44.97204638427444,-112.87010260344465,True,8,High Bridge,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,False,False,https://myfwp.mt.gov/fishMT/fas/39753552,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Hand Launch. Camping: No. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
1,Beaverhead,Clark Canyon Reservoir,reservoir,44.97204638427444,-112.87010260344465,True,8,Red Rock Inlet,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
1,Beaverhead,Clark Canyon Reservoir,reservoir,44.97204638427444,-112.87010260344465,True,8,Lone Tree Campground,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
1,Beaverhead,Clark Canyon Reservoir,reservoir,44.97204638427444,-112.87010260344465,True,8,Hap Hawkins Campground,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
1,Beaverhead,Clark Canyon Reservoir,reservoir,44.97204638427444,-112.87010260344465,True,8,West Cameahweit Campground,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
1,Beaverhead,Clark Canyon Reservoir,reservoir,44.97204638427444,-112.87010260344465,True,8,Cameahweit Campground,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
1,Beaverhead,Clark Canyon Reservoir,reservoir,44.97204638427444,-112.87010260344465,True,8,Lewis & Clark Campground,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
1,Beaverhead,Clark Canyon Reservoir,reservoir,44.97204638427444,-112.87010260344465,True,8,Buffalo Bridge Boat Launch,Bureau of Reclamation recreation site,True,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
1,Beaverhead,Deerhead Lake,lake,45.437336422885274,-112.9147826991274,True,3,Public access site 533,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Deerhead Lake,lake,45.437336422885274,-112.9147826991274,True,3,Public access site 535,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Deerhead Lake,lake,45.437336422885274,-112.9147826991274,True,3,Public access site 563,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,East Fork Little Sheep Creek,creek,44.57284636508263,-112.67366249089858,True,1,Public access site 564,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,East Shambow Creek,creek,44.596056451924284,-111.74240230221776,True,1,"Red Rock Lake, Upper","City, county, or local developed access site",False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/48,"City, county, or local developed access site. Accesstype: walk-in. Location: Red Rock Lake, Upper. Owner: USFWS"
1,Beaverhead,Elk Lake,lake,44.67855647109471,-111.61614229060756,True,1,Public access site 675,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,George Grant Memorial,public fishing access site,45.77770257950518,-112.84827572943826,True,1,George Grant Memorial,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,False,False,https://myfwp.mt.gov/fishMT/fas/39753524,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Concrete). Camping: No. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
1,Beaverhead,Glen,public fishing access site,45.46666639860114,-112.66907179886113,True,1,Glen,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,True,False,https://myfwp.mt.gov/fishMT/fas/39753546,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Concrete). Camping: Yes. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
1,Beaverhead,Grasshopper Creek,creek,45.15115639096546,-112.97497265824646,True,1,Grasshopper,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,False,False,https://myfwp.mt.gov/fishMT/fas/39754489,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Concrete). Camping: No. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
1,Beaverhead,Greenwood Bottoms,public fishing access site,45.77807966023311,-112.83753169987546,True,1,Greenwood Bottoms,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,True,False,https://myfwp.mt.gov/fishMT/fas/39753548,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: No Boat Facilities. Camping: Yes. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
1,Beaverhead,Horse Prairie Creek,creek,45.01018637350768,-113.01842264140333,True,1,Horse Prairie Campground,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
1,Beaverhead,Howell Creek Side Channel,creek,45.74711640509936,-113.38722285695806,True,1,PINTLAR CREEK REC SITE,Bureau of Land Management recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: PINTLAR CREEK REC SITE
1,Beaverhead,Jacobson Creek,creek,45.534006416287255,-113.08142275261498,True,1,Public access site 544,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,JERRY CREEK BRIDGE REC SITE,public fishing access site,45.78512656517847,-112.91637086844744,True,1,JERRY CREEK BRIDGE REC SITE,Bureau of Land Management recreation site,True,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: JERRY CREEK BRIDGE REC SITE
1,Beaverhead,Joseph Creek,creek,45.66229635696084,-113.81469292676252,True,1,Public access site 551,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Lion Creek,creek,45.60189643304723,-112.96633274269216,True,1,Public access site 539,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Lost Creek,creek,45.490156440921794,-112.77153267986874,True,1,Kalsta Bridge,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,False,False,https://myfwp.mt.gov/fishMT/fas/39753558,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: No Boat Facilities. Camping: No. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
1,Beaverhead,Lower Miner Lakes,water,45.32240635015683,-113.57417281290645,True,1,Public access site 557,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Lower Red Rock Lake,lake,44.63245644608187,-111.84486232982586,True,1,"Red Rock Lake, Lower 2","City, county, or local developed access site",False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/48,"City, county, or local developed access site. Accesstype: Primitive Ramp. Location: Red Rock Lake, Lower 2. Owner: USFWS"
1,Beaverhead,Maidenrock,public fishing access site,45.65558930196401,-112.69611902283371,True,1,Maidenrock,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,True,False,https://myfwp.mt.gov/fishMT/fas/39753424,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Gravel). Camping: Yes. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
1,Beaverhead,May Creek,creek,45.655236359664215,-113.7786629173597,True,1,Public access site 556,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Metzel Creek,creek,44.651576443770225,-111.89352234310296,True,1,"Red Rock Lake, Lower","City, county, or local developed access site",False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/48,"City, county, or local developed access site. Accesstype: Primitive Ramp. Location: Red Rock Lake, Lower. Owner: USFWS"
1,Beaverhead,Moose Meadows,water,45.592756397863376,-113.31786281277371,True,1,Public access site 547,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Mussigbrod Lake,lake,45.795786387734,-113.61630291309446,True,1,Public access site 558,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Pettengill Creek,creek,45.68314643124658,-113.06006277707921,True,2,Public access site 538,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Pettengill Creek,creek,45.68314643124658,-113.06006277707921,True,2,Public access site 545,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Poindexter Slough,slough,45.186836422365595,-112.67600260401036,True,1,Poindexter Slough,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,False,False,https://myfwp.mt.gov/fishMT/fas/39753408,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: No Boat Facilities. Camping: No. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
1,Beaverhead,Rattlesnake Creek,creek,45.189126421201756,-112.68703260685398,True,1,Hwy 91 Bridge,"City, county, or local developed access site",False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/48,"City, county, or local developed access site. Accesstype: Primitive Launch. Location: Hwy 91 Bridge. Owner: County ROW / Private"
1,Beaverhead,Reservoir Lake,reservoir,45.12277634325811,-113.4535827499773,True,2,Public access site 531,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Reservoir Lake,reservoir,45.12277634325811,-113.4535827499773,True,2,Public access site 536,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Salmon Fly,public fishing access site,45.624395702849,-112.68806152101074,True,1,Salmon Fly,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,True,False,https://myfwp.mt.gov/fishMT/fas/39753438,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Concrete). Camping: Yes. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
1,Beaverhead,Shoestring Creek,creek,45.46738640615346,-113.12154274838727,True,2,Public access site 565,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Shoestring Creek,creek,45.46738640615346,-113.12154274838727,True,2,Public access site 566,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Sucker Creek,creek,45.64270645162204,-112.80741271733154,True,1,Public access site 555,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Twin Lakes,water,45.41199634629304,-113.69418285341956,True,2,Public access site 548,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Twin Lakes,water,45.41199634629304,-113.69418285341956,True,2,Public access site 552,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Van Houten Lake,lake,45.24603635229148,-113.47892277875303,True,2,Public access site 559,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
1,Beaverhead,Van Houten Lake,lake,45.24603635229148,-113.47892277875303,True,2,Public access site 560,U.S. Forest Service recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
2,Big Horn,Arapooish Pond,pond,45.75448694713206,-107.56791159184449,True,1,Arapooish,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,False,False,https://myfwp.mt.gov/fishMT/fas/39753824,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Concrete). Camping: No. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
2,Big Horn,General Custer,public fishing access site,45.926423844422494,-107.57860136046921,True,1,General Custer,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,True,False,https://myfwp.mt.gov/fishMT/fas/39753842,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Concrete). Camping: Yes. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
2,Big Horn,Mallard's Landing,public fishing access site,45.52149105329488,-107.72428493829044,True,1,Mallard's Landing,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,True,False,https://myfwp.mt.gov/fishMT/fas/39753860,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Concrete). Camping: Yes. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
2,Big Horn,Soap Creek,creek,45.391286887180144,-107.80745158084353,True,1,Bighorn,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,True,False,https://myfwp.mt.gov/fishMT/fas/39753822,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Concrete). Camping: Yes. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
2,Big Horn,St Clair Ottun Pond,pond,45.84964695915683,-107.54513160352504,True,1,Grant Marsh,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,True,False,https://myfwp.mt.gov/fishMT/fas/39754577,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Concrete). Camping: Yes. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
2,Big Horn,Whiskey Coule Lake,lake,45.614796920712514,-107.69820159583792,True,1,Two Leggins,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,True,False,https://myfwp.mt.gov/fishMT/fas/39753876,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Concrete). Camping: Yes. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
2,Big Horn,Yellowtail Afterbay Reservoir,reservoir,45.314046868342864,-107.9313615951789,True,4,Yellowtail Afterbay,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
2,Big Horn,Yellowtail Afterbay Reservoir,reservoir,45.314046868342864,-107.9313615951789,True,4,Yellowtail Dam,"City, county, or local developed access site",False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/48,"City, county, or local developed access site. Accesstype: Concrete Ramp. Location: Yellowtail Dam. Owner: USDI"
2,Big Horn,Yellowtail Afterbay Reservoir,reservoir,45.314046868342864,-107.9313615951789,True,4,Yellowtail Afterbay Reservoir,"City, county, or local developed access site",False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/48,"City, county, or local developed access site. Accesstype: Concrete Ramp. Location: Yellowtail Afterbay Reservoir. Owner: USDI"
2,Big Horn,Yellowtail Afterbay Reservoir,reservoir,45.314046868342864,-107.9313615951789,True,4,Yellowtail Dam Marina,"City, county, or local developed access site",False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/48,"City, county, or local developed access site. Accesstype: Concrete Ramp. Location: Bighorn Reservoir. Owner: NPS"
3,Blaine,Butch Reservoir,reservoir,47.951397020490575,-109.11223238575877,True,1,BUTCH RESERVOIR,Bureau of Land Management recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: BUTCH RESERVOIR
3,Blaine,Chouteau Reservoir,reservoir,48.83467710803652,-109.04965256931911,True,1,Choteau Reservoir,"City, county, or local developed access site",False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/48,"City, county, or local developed access site. Accesstype: walk-in. Location: Choteau Reservoir. Owner: Montana DNRC"
3,Blaine,Don Reservoir,reservoir,48.88140710755691,-109.09051259003594,True,1,DON RESERVOIR,Bureau of Land Management recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: DON RESERVOIR
3,Blaine,Faber Reservoir,reservoir,48.26388704742882,-109.13310245966447,True,1,Faber Reservoir,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,False,False,https://myfwp.mt.gov/fishMT/fas/39754319,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: No Boat Facilities. Camping: No. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
3,Blaine,Fr Reservoir,reservoir,47.93180700419649,-109.26883241757506,True,1,FR RESERVOIR,Bureau of Land Management recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: FR RESERVOIR
3,Blaine,Gazob Reservoir,reservoir,48.01270704191357,-108.95251236212862,True,1,GAZOB RESERVOIR,Bureau of Land Management recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: GAZOB RESERVOIR
3,Blaine,North Faber Reservoir,reservoir,48.60882709342894,-108.9881425035507,True,1,NORTH FABER RESERVOIR,Bureau of Land Management recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: NORTH FABER RESERVOIR
3,Blaine,Reser Reservoir,reservoir,48.716507061575534,-109.40151262384215,True,1,RESER RESERVOIR,Bureau of Land Management recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: RESER RESERVOIR
3,Blaine,Ridge Reservoir,reservoir,48.04160701888855,-109.21205242913855,True,1,RIDGE RESERVOIR,Bureau of Land Management recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: RIDGE RESERVOIR
3,Blaine,Salmo Reservoir,reservoir,48.61920707605735,-109.16631254779598,True,1,SALMO RESERVOIR,Bureau of Land Management recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: SALMO RESERVOIR
4,Broadwater,Bar Gulch,water,46.695076660784,-111.62080267753804,True,1,Public access site 333,U.S. Forest Service recreation site,False,False,False,True,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
4,Broadwater,Beaver Creek,creek,46.51383664672394,-111.59659263596494,True,1,White Earth Campground,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
4,Broadwater,Canyon Ferry Lake,lake,46.43711664662556,-111.52724260440276,True,1,Silos Campground,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
4,Broadwater,Confederate Gulch,water,46.487416652156824,-111.51334261268545,True,2,Confederate Campground,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
4,Broadwater,Confederate Gulch,water,46.487416652156824,-111.51334261268545,True,2,Public access site 266,U.S. Forest Service recreation site,False,True,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
4,Broadwater,Crow Creek,creek,46.18973662822301,-111.48226254507696,True,1,CROW CREEK REC SITE,Bureau of Land Management recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: CROW CREEK REC SITE
4,Broadwater,Duck Creek,creek,46.46095664748699,-111.53782261147614,True,2,DUCK CREEK REC SITE,Bureau of Land Management recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/45,Bureau of Land Management recreation site. Descriptio: DUCK CREEK REC SITE
4,Broadwater,Duck Creek,creek,46.46095664748699,-111.53782261147614,True,2,Duck Creek Campground,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
4,Broadwater,Greyson Creek,creek,46.26328663318995,-111.49617256378944,True,1,York's Islands,"Montana Fish, Wildlife & Parks Fishing Access Site",True,False,False,True,False,https://myfwp.mt.gov/fishMT/fas/39753472,"Montana Fish, Wildlife & Parks Fishing Access Site. Boat Fac: Ramp (Concrete). Camping: Yes. Hunt Access: Refer to current hunting regulations for hunting and weapons restrictions."
4,Broadwater,Hall Creek,creek,46.322896611177065,-111.78147263634348,True,1,Public access site 334,U.S. Forest Service recreation site,False,False,True,True,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/47,U.S. Forest Service recreation site
4,Broadwater,Indian Road Pond,pond,46.33303663636376,-111.53006258406457,True,1,Cottonwood Campground,Bureau of Reclamation recreation site,False,False,False,False,False,https://fwp-gis.mt.gov/arcgis/rest/services/fish/fishViewer/MapServer/46,Bureau of Reclamation recreation site
