county_number,county
1,Beaver
2,Box Elder
3,Cache
4,Carbon
5,Daggett
6,Davis
7,Duchesne
8,Emery
9,Garfield
10,Grand
11,Iron
12,Juab
13,Kane
14,Millard
15,Morgan
16,Piute
17,Rich
18,Salt Lake
19,San Juan
20,Sanpete
21,Sevier
22,Summit
23,Tooele
24,Uintah
25,Utah
26,Wasatch
27,Washington
28,Wayne
29,Weber
