county_number,county
1,Butte
2,Colusa
3,Del Norte
4,El Dorado
5,Glenn
6,Humboldt
7,Lake
8,Lassen
9,Marin
10,Mendocino
11,Modoc
12,Napa
13,Nevada
14,Placer
15,Plumas
16,Sacramento
17,Shasta
18,Sierra
19,Siskiyou
20,Solano
21,Sonoma
22,Sutter
23,Tehama
24,Trinity
25,Yolo
26,Yuba
